text,language,label
"The placebo effect, a phenomenon where patients experience real changes in their health after receiving a treatment with no therapeutic value, has been a subject of scientific inquiry for decades.",english,False
What is the relationship between depression and the later development of dementia?,english,True
Insomnia is a prevalent sleep disorder that affects a significant portion of the population.,english,False
"Silver nanoparticles (AgNPs) exhibit a broad spectrum of antibacterial, antifungal, and antiviral properties.",english,True
Cellular senescence is a state of irreversible cell cycle arrest that plays a dual role in both protecting against cancer and contributing to age-related diseases.,english,True
How likely is it that the world will eventually run out of effective antibiotics?,english,True
What can we do to reduce the risk of contracting the new coronavirus?,english,True
"The amyloid hypothesis has significantly shaped our understanding of Alzheimer’s disease, but its limitations and the failure of A-targeting therapies have prompted a reevaluation.",english,True
"The venom of Hydrophis belcheri, commonly known as Belcher’s sea snake, is a complex mixture of proteins and peptides with potent neurotoxic effects.",english,False
Do psychedelic drugs work as a treatment for depression?,english,True
What is the relationship between phytoestrogens and the risk of ER cancers and the risk of breast cancers?,english,False
"Near Certain An expert from University College London in Cell Biology, Developmental Biology, Stem Cells Yes - Some types of stem cells produce new cells throughout life, so transplanting new stem cells is more effective at treating disease.",english,True
The World Health Organization (WHO) has confirmed the first case of a new strain of coronavirus in the UK.,english,True
Are these fomites important in spreading viruses like coronaviruses and should we take precautions at home?,english,True
"In our series of letters from African journalists, film-maker and columnist Ahmed Rashid looks at autophagy and age-related macular degeneration.",english,True
"The World Health Organization (WHO) has warned of the potential risk of transmission of the coronavirus (CO-19), also known as SARS-CoV-2, from groceries.",english,False
A review of the current evidence on whether vitamin D supplementation helps prevent cancer disease.,english,True
